Site_ID,Detector,Direction,Street,Type,Intersection
7315,18,NB,Main,MidBlock,Evesham Road - Marlton Parkway 
7315,21,SB,Main,MidBlock,Evesham Road - Marlton Parkway 
7315,22,SB,Main,MidBlock,Evesham Road - Marlton Parkway 
7316,1,SB,Main,Signal,Brick Road 
7316,2,SB,Main,Signal,Brick Road 
7316,3,SB,Main,Signal,Brick Road 
7316,4,EB,Minor,Signal,Brick Road 
7316,5,EB,Minor,Signal,Brick Road 
7316,6,EB,Minor,Signal,Brick Road 
7316,7,NB,Main,Signal,Brick Road 
7316,8,NB,Main,Signal,Brick Road 
7316,9,NB,Main,Signal,Brick Road 
7316,10,WB,Minor,Signal,Brick Road 
7316,11,WB,Minor,Signal,Brick Road 
7316,12,WB,Minor,Signal,Brick Road 
7316,17,NB,Main,MidBlock,Brick Road 
7316,18,NB,Main,MidBlock,Brick Road 
7317,1,SB,Main,Signal,Centre Boulevard - South Maple Avenue 
7317,2,SB,Main,Signal,Centre Boulevard - South Maple Avenue 
7317,3,SB,Main,Signal,Centre Boulevard - South Maple Avenue 
7317,4,EB,Minor,Signal,Centre Boulevard - South Maple Avenue 
7317,5,EB,Minor,Signal,Centre Boulevard - South Maple Avenue 
7317,6,EB,Minor,Signal,Centre Boulevard - South Maple Avenue 
7317,7,NB,Main,Signal,Centre Boulevard - South Maple Avenue 
7317,8,NB,Main,Signal,Centre Boulevard - South Maple Avenue 
7317,9,WB,Minor,Signal,Centre Boulevard - South Maple Avenue 
7317,10,WB,Minor,Signal,Centre Boulevard - South Maple Avenue 
7317,11,WB,Minor,Signal,Centre Boulevard - South Maple Avenue 
7317,12,WB,Minor,Signal,Centre Boulevard - South Maple Avenue 
7317,21,SB,Main,MidBlock,Centre Boulevard - South Maple Avenue 
7317,22,SB,Main,MidBlock,Centre Boulevard - South Maple Avenue 
7318,1,SB,Main,Signal,Lincoln Drive (South) 
7318,2,SB,Main,Signal,Lincoln Drive (South) 
7318,3,EB,Minor,Signal,Lincoln Drive (South) 
7318,4,EB,Minor,Signal,Lincoln Drive (South) 
7318,5,EB,Minor,Signal,Lincoln Drive (South) 
7318,6,NB,Main,Signal,Lincoln Drive (South) 
7318,7,NB,Main,Signal,Lincoln Drive (South) 
7318,8,WB,Minor,Signal,Lincoln Drive (South) 
7318,9,WB,Minor,Signal,Lincoln Drive (South) 
7318,10,WB,Minor,Signal,Lincoln Drive (South) 
7318,11,WB,Minor,Signal,Lincoln Drive (South) 
7318,17,NB,Main,MidBlock,Lincoln Drive (South) 
7318,18,NB,Main,MidBlock,Lincoln Drive (South) 
7318,21,SB,Main,MidBlock,Lincoln Drive (South) 
7318,22,SB,Main,MidBlock,Lincoln Drive (South) 
7319,1,SB,Main,Signal,Greentree Road 
7319,2,SB,Main,Signal,Greentree Road 
7319,3,EB,Minor,Signal,Greentree Road 
7319,4,EB,Minor,Signal,Greentree Road 
7319,5,EB,Minor,Signal,Greentree Road 
7319,6,NB,Main,Signal,Greentree Road 
7319,7,NB,Main,Signal,Greentree Road 
7319,8,NB,Main,Signal,Greentree Road 
7319,9,WB,Minor,Signal,Greentree Road 
7319,10,WB,Minor,Signal,Greentree Road 
7319,11,WB,Minor,Signal,Greentree Road 
7319,12,WB,Minor,Signal,Greentree Road 
7319,21,SB,Minor,MidBlock,Greentree Road 
7319,22,SB,Minor,MidBlock,Greentree Road 
7320,1,SB,Main,Signal,Lincoln Drive (North) 
7320,2,SB,Main,Signal,Lincoln Drive (North) 
7320,3,EB,Minor,Signal,Lincoln Drive (North) 
7320,4,EB,Minor,Signal,Lincoln Drive (North) 
7320,5,EB,Minor,Signal,Lincoln Drive (North) 
7320,6,NB,Main,Signal,Lincoln Drive (North) 
7320,7,NB,Main,Signal,Lincoln Drive (North) 
7320,8,WB,Minor,Signal,Lincoln Drive (North) 
7320,9,WB,Minor,Signal,Lincoln Drive (North) 
7320,10,WB,Minor,Signal,Lincoln Drive (North) 
7320,17,NB,Main,MidBlock,Lincoln Drive (North) 
7320,18,NB,Main,MidBlock,Lincoln Drive (North) 
7320,21,SB,Main,MidBlock,Lincoln Drive (North) 
7320,22,SB,Main,MidBlock,Lincoln Drive (North) 
7320,23,SB,Main,MidBlock,Lincoln Drive (North) 
7321,1,SB,Main,Signal,Atrium Way 
7321,2,SB,Main,Signal,Atrium Way 
7321,3,SB,Main,Signal,Atrium Way 
7321,4,SB,Main,Signal,Atrium Way 
7321,5,EB,Minor,Signal,Atrium Way 
7321,6,EB,Minor,Signal,Atrium Way 
7321,7,EB,Minor,Signal,Atrium Way 
7321,8,NB,Main,Signal,Atrium Way 
7321,9,NB,Main,Signal,Atrium Way 
7321,10,NB,Main,Signal,Atrium Way 
7321,17,NB,Main,MidBlock,Atrium Way 
7321,18,NB,Main,MidBlock,Atrium Way 
7321,21,SB,Main,MidBlock,Atrium Way 
7321,22,SB,Main,MidBlock,Atrium Way 
7322,1,SB,Main,Signal,Church Road 
7322,2,SB,Main,Signal,Church Road 
7322,3,SB,Main,Signal,Church Road 
7322,4,SB,Main,Signal,Church Road 
7322,5,EB,Minor,Signal,Church Road 
7322,6,EB,Minor,Signal,Church Road 
7322,7,NB,Main,MidBlock,Church Road 
7322,8,NB,Main,MidBlock,Church Road 
7322,9,NB,Main,MidBlock,Church Road 
7322,10,NB,Main,MidBlock,Church Road 
7322,11,WB,Minor,Signal,Church Road 
7322,12,WB,Minor,Signal,Church Road 
7322,13,SB,Main,MidBlock,Church Road 
7322,14,NB,Main,Signal,Church Road 
7322,15,WB,Minor,Signal,Church Road 
7322,16,WB,Minor,Signal,Church Road 
7322,17,NB,Main,MidBlock,Church Road 
7322,18,NB,Main,MidBlock,Church Road 
7323,1,SB,Main,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,2,SB,Main,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,3,SB,Main,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,4,EB,Minor,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,5,NB,Main,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,6,NB,Main,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,7,NB,Main,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,8,WB,Minor,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,9,WB,Minor,Signal,Rogers Walk (formerly Howard Boulevard) 
7323,10,WB,Minor,Signal,Rogers Walk (formerly Howard Boulevard) 
7324,1,SB,Main,Signal,Fellowship Road 
7324,2,SB,Main,Signal,Fellowship Road 
7324,3,SB,Main,Signal,Fellowship Road 
7324,4,SB,Main,Signal,Fellowship Road 
7324,5,EB,Minor,Signal,Fellowship Road 
7324,6,EB,Minor,Signal,Fellowship Road 
7324,7,EB,Minor,Signal,Fellowship Road 
7324,8,EB,Minor,Signal,Fellowship Road 
7324,9,EB,Minor,Signal,Fellowship Road 
7324,10,NB,Main,Signal,Fellowship Road 
7324,11,NB,Main,Signal,Fellowship Road 
7324,12,NB,Main,Signal,Fellowship Road 
7324,13,WB,Minor,Signal,Fellowship Road 
7324,14,WB,Minor,Signal,Fellowship Road 
7324,15,WB,Minor,Signal,Fellowship Road 
7324,16,WB,Minor,Signal,Fellowship Road 
7324,21,SB,Main,MidBlock,Fellowship Road 
7324,22,SB,Main,MidBlock,Fellowship Road 
7324,23,SB,Main,MidBlock,Fellowship Road 
7325,1,SB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,2,SB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,3,SB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,4,EB,Minor,Signal,Waverly Avenue - Willow Avenue 
7325,5,EB,Minor,Signal,Waverly Avenue - Willow Avenue 
7325,6,NB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,7,NB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,8,NB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,9,NB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,10,WB,Minor,Signal,Waverly Avenue - Willow Avenue 
7325,11,WB,Minor,Signal,Waverly Avenue - Willow Avenue 
7325,12,WB,Minor,Signal,Waverly Avenue - Willow Avenue 
7325,17,NB,Main,MidBlock,Waverly Avenue - Willow Avenue 
7325,18,NB,Main,MidBlock,Waverly Avenue - Willow Avenue 
7325,19,NB,Main,MidBlock,Waverly Avenue - Willow Avenue 
7325,21,SB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,22,SB,Main,Signal,Waverly Avenue - Willow Avenue 
7325,23,SB,Main,Signal,Waverly Avenue - Willow Avenue 
7326,1,SB,Main,Signal,Fox Meadow drive - Fellowship Road 
7326,2,SB,Main,Signal,Fox Meadow drive - Fellowship Road 
7326,3,SB,Main,Signal,Fox Meadow drive - Fellowship Road 
7326,4,EB,Minor,Signal,Fox Meadow drive - Fellowship Road 
7326,5,EB,Minor,Signal,Fox Meadow drive - Fellowship Road 
7326,6,EB,Minor,Signal,Fox Meadow drive - Fellowship Road 
7326,7,NB,Main,Signal,Fox Meadow drive - Fellowship Road 
7326,8,NB,Main,Signal,Fox Meadow drive - Fellowship Road 
7326,9,NB,Main,Signal,Fox Meadow drive - Fellowship Road 
7326,10,WB,Minor,Signal,Fox Meadow drive - Fellowship Road 
7326,11,WB,Minor,Signal,Fox Meadow drive - Fellowship Road 
7326,12,WB,Minor,Signal,Fox Meadow drive - Fellowship Road 
7326,17,NB,Main,MidBlock,Fox Meadow drive - Fellowship Road 
7326,18,NB,Main,MidBlock,Fox Meadow drive - Fellowship Road 
7326,21,SB,Main,MidBlock,Fox Meadow drive - Fellowship Road 
7326,22,SB,Main,MidBlock,Fox Meadow drive - Fellowship Road 
7327,1,SB,Main,Signal,Stiles Avenue - Princeton Avenue 
7327,2,SB,Main,Signal,Stiles Avenue - Princeton Avenue 
7327,3,EB,Minor,Signal,Stiles Avenue - Princeton Avenue 
7327,4,NB,Main,Signal,Stiles Avenue - Princeton Avenue 
7327,5,NB,Main,Signal,Stiles Avenue - Princeton Avenue 
7327,6,WB,Minor,Signal,Stiles Avenue - Princeton Avenue 
7327,17,NB,Main,MidBlock,Stiles Avenue - Princeton Avenue 
7327,18,NB,Main,MidBlock,Stiles Avenue - Princeton Avenue 
7327,21,SB,Main,MidBlock,Stiles Avenue - Princeton Avenue 
7327,22,SB,Main,MidBlock,Stiles Avenue - Princeton Avenue 
7328,1,SB,Main,Signal,High Street 
7328,2,SB,Main,Signal,High Street 
7328,3,EB,Minor,Signal,High Street 
7328,4,NB,Main,Signal,High Street 
7328,5,NB,Main,Signal,High Street 
7328,6,NB,Main,Signal,High Street 
7328,7,WB,Minor,Signal,High Street 
7328,17,NB,Main,MidBlock,High Street 
7328,18,NB,Main,MidBlock,High Street 
7328,21,SB,Main,MidBlock,High Street 
7328,22,SB,Main,MidBlock,High Street 
7329,1,SB,Main,Signal,Fork Landing Road 
7329,2,SB,Main,Signal,Fork Landing Road 
7329,3,SB,Main,Signal,Fork Landing Road 
7329,4,EB,Minor,Signal,Fork Landing Road 
7329,5,EB,Minor,Signal,Fork Landing Road 
7329,6,NB,Main,Signal,Fork Landing Road 
7329,7,NB,Main,Signal,Fork Landing Road 
7329,8,WB,Minor,Signal,Fork Landing Road 
7329,9,WB,Minor,Signal,Fork Landing Road 
7329,17,NB,Main,MidBlock,Fork Landing Road 
7329,18,NB,Main,MidBlock,Fork Landing Road 
7329,21,SB,Main,MidBlock,Fork Landing Road 
7329,22,SB,Main,MidBlock,Fork Landing Road 
7329,23,SB,Main,MidBlock,Fork Landing Road 
13080,1,SB,Main,Signal,Mercer Street
13080,2,SB,Main,Signal,Mercer Street
13080,3,SB,Main,Signal,Mercer Street
13080,4,SB,Main,Signal,Mercer Street
13080,5,NB,Main,Signal,Mercer Street
13080,6,NB,Main,Signal,Mercer Street
13080,7,NB,Main,Signal,Mercer Street
13080,8,NB,Main,Signal,Mercer Street
13080,9,WB,Minor,Signal,Mercer Street
13080,10,WB,Minor,Signal,Mercer Street
13081,1,SB,Main,Signal,Hickory Corner Road 
13081,2,SB,Main,Signal,Hickory Corner Road 
13081,3,SB,Main,Signal,Hickory Corner Road 
13081,4,SB,Main,Signal,Hickory Corner Road 
13081,5,EB,Minor,Signal,Hickory Corner Road 
13081,6,EB,Minor,Signal,Hickory Corner Road 
13081,7,NB,Main,Signal,Hickory Corner Road 
13081,8,NB,Main,Signal,Hickory Corner Road 
13081,9,NB,Main,Signal,Hickory Corner Road 
13081,10,NB,Main,Signal,Hickory Corner Road 
13081,11,NB,Main,Signal,Hickory Corner Road 
13081,12,WB,Minor,Signal,Hickory Corner Road 
13081,13,WB,Minor,Signal,Hickory Corner Road 
13082,1,SB,Main,Signal,Dutchneck Road 
13082,2,SB,Main,Signal,Dutchneck Road 
13082,3,SB,Main,Signal,Dutchneck Road 
13082,4,SB,Main,Signal,Dutchneck Road 
13082,5,EB,Minor,Signal,Dutchneck Road 
13082,6,EB,Minor,Signal,Dutchneck Road 
13082,7,EB,Minor,Signal,Dutchneck Road 
13082,8,NB,Main,Signal,Dutchneck Road 
13082,9,NB,Main,Signal,Dutchneck Road 
13082,10,NB,Main,Signal,Dutchneck Road 
13082,11,WB,Minor,Signal,Dutchneck Road 
13082,12,WB,Minor,Signal,Dutchneck Road 
13082,13,WB,Minor,Signal,Dutchneck Road 
13083,1,SB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,2,SB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,3,SB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,4,SB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,5,EB,Minor,Signal,Princeton-Hightstown Road - Stockton Street
13083,6,EB,Minor,Signal,Princeton-Hightstown Road - Stockton Street
13083,7,EB,Minor,Signal,Princeton-Hightstown Road - Stockton Street
13083,8,NB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,9,NB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,10,NB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,11,NB,Main,Signal,Princeton-Hightstown Road - Stockton Street
13083,12,WB,Minor,Signal,Princeton-Hightstown Road - Stockton Street
13083,13,WB,Minor,Signal,Princeton-Hightstown Road - Stockton Street
13084,1,SB,Main,Signal,East Windsor Shopping Center - Americana Diner 
13084,2,SB,Main,Signal,East Windsor Shopping Center - Americana Diner 
13084,3,SB,Main,Signal,East Windsor Shopping Center - Americana Diner 
13084,4,EB,Minor,Signal,East Windsor Shopping Center - Americana Diner 
13084,5,NB,Main,Signal,East Windsor Shopping Center - Americana Diner 
13084,6,NB,Main,Signal,East Windsor Shopping Center - Americana Diner 
13084,7,NB,Main,Signal,East Windsor Shopping Center - Americana Diner 
13084,8,WB,Minor,Signal,East Windsor Shopping Center - Americana Diner 
13085,1,SB,Main,Signal,Town Center Road - Rocky Brook Road 
13085,2,SB,Main,Signal,Town Center Road - Rocky Brook Road 
13085,3,SB,Main,Signal,Town Center Road - Rocky Brook Road 
13085,4,EB,Minor,Signal,Town Center Road - Rocky Brook Road 
13085,5,NB,Main,Signal,Town Center Road - Rocky Brook Road 
13085,6,NB,Main,Signal,Town Center Road - Rocky Brook Road 
13085,7,NB,Main,Signal,Town Center Road - Rocky Brook Road 
13085,8,WB,Minor,Signal,Town Center Road - Rocky Brook Road 
13085,9,WB,Minor,Signal,Town Center Road - Rocky Brook Road 
13085,10,WB,Minor,Signal,Town Center Road - Rocky Brook Road 
13085,17,SB,Main,MidBlock,Town Center Road - Rocky Brook Road 
13085,18,SB,Main,MidBlock,Town Center Road - Rocky Brook Road 
13086,1,SB,Main,Signal,Old Cranbury Road 
13086,2,SB,Main,Signal,Old Cranbury Road 
13086,3,SB,Main,Signal,Old Cranbury Road 
13086,4,EB,Minor,Signal,Old Cranbury Road 
13086,5,NB,Main,Signal,Old Cranbury Road 
13086,6,NB,Main,Signal,Old Cranbury Road 
13086,7,NB,Main,Signal,Old Cranbury Road 
13086,8,WB,Minor,Signal,Old Cranbury Road 
13087,1,SB,Main,Signal,Old Trenton Road
13087,2,SB,Main,Signal,Old Trenton Road
13087,3,SB,Main,Signal,Old Trenton Road
13087,4,EB,Minor,Signal,Old Trenton Road
13087,5,EB,Minor,Signal,Old Trenton Road
13087,6,EB,Minor,Signal,Old Trenton Road
13087,7,NB,Main,Signal,Old Trenton Road
13087,8,NB,Main,Signal,Old Trenton Road
13087,9,NB,Main,Signal,Old Trenton Road
13088,1,SB,Main,Signal,Cranbury-Station Road
13088,2,SB,Main,Signal,Cranbury-Station Road
13088,3,SB,Main,Signal,Cranbury-Station Road
13088,4,SB,Main,Signal,Cranbury-Station Road
13088,5,EB,Minor,Signal,Cranbury-Station Road
13088,6,EB,Minor,Signal,Cranbury-Station Road
13088,7,NB,Main,Signal,Cranbury-Station Road
13088,8,NB,Main,Signal,Cranbury-Station Road
13088,9,NB,Main,Signal,Cranbury-Station Road
13088,10,NB,Main,Signal,Cranbury-Station Road
13088,11,WB,Minor,Signal,Cranbury-Station Road
13088,12,WB,Minor,Signal,Cranbury-Station Road
13088,13,WB,Minor,Signal,Cranbury-Station Road
13089,1,SB,Main,Signal,Half Acre Road 
13089,2,SB,Main,Signal,Half Acre Road 
13089,3,SB,Main,Signal,Half Acre Road 
13089,4,EB,Minor,Signal,Half Acre Road 
13089,5,EB,Minor,Signal,Half Acre Road 
13089,6,NB,Main,Signal,Half Acre Road 
13089,7,NB,Main,Signal,Half Acre Road 
13089,8,NB,Main,Signal,Half Acre Road 
13089,9,WB,Minor,Signal,Half Acre Road 
13089,10,WB,Minor,Signal,Half Acre Road 
13089,11,WB,Minor,Signal,Half Acre Road 
13090,1,SB,Main,Signal,South River Road 
13090,2,SB,Main,Signal,South River Road 
13090,3,NB,Main,Signal,South River Road 
13090,4,NB,Main,Signal,South River Road 
13090,5,WB,Minor,Signal,South River Road 
13090,6,WB,Minor,Signal,South River Road 
13091,1,SB,Main,Signal,Dey Road 
13091,2,SB,Main,Signal,Dey Road 
13091,3,SB,Main,Signal,Dey Road 
13091,4,EB,Minor,Signal,Dey Road 
13091,5,EB,Minor,Signal,Dey Road 
13091,6,EB,Minor,Signal,Dey Road 
13091,7,NB,Main,Signal,Dey Road 
13091,8,NB,Main,Signal,Dey Road 
13091,9,NB,Main,Signal,Dey Road 
13091,10,NB,Main,Signal,Dey Road 
13091,11,WB,Minor,Signal,Dey Road 
13091,12,WB,Minor,Signal,Dey Road 
13091,13,WB,Minor,Signal,Dey Road 
13092,1,SB,Main,Signal,Broadway Road 
13092,2,SB,Main,Signal,Broadway Road 
13092,3,EB,Minor,Signal,Broadway Road 
13092,4,NB,Main,Signal,Broadway Road 
13092,5,NB,Main,Signal,Broadway Road 
13092,6,NB,Main,Signal,Broadway Road 
13093,1,SB,Main,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,2,SB,Main,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,4,EB,Minor,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,5,EB,Minor,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,6,EB,Minor,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,7,NB,Main,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,8,NB,Main,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,9,NB,Main,Signal,Route NJ-32 East - NJTPK Park & Ride 
13093,21,NB,Main,MidBlock,Route NJ-32 East - NJTPK Park & Ride 
13093,22,NB,Main,MidBlock,Route NJ-32 East - NJTPK Park & Ride 
13094,1,SB,Main,Signal,Route NJ-32 West - Friendship Road 
13094,2,SB,Main,Signal,Route NJ-32 West - Friendship Road 
13094,3,SB,Main,Signal,Route NJ-32 West - Friendship Road 
13094,4,EB,Minor,Signal,Route NJ-32 West - Friendship Road 
13094,5,NB,Main,Signal,Route NJ-32 West - Friendship Road 
13094,6,NB,Main,Signal,Route NJ-32 West - Friendship Road 
13094,7,NB,Main,Signal,Route NJ-32 West - Friendship Road 
13094,8,WB,Minor,Signal,Route NJ-32 West - Friendship Road 
13094,9,WB,Minor,Signal,Route NJ-32 West - Friendship Road 
13095,1,SB,Main,Signal,Herrod Boulevard - Commerce Drive 
13095,2,SB,Main,Signal,Herrod Boulevard - Commerce Drive 
13095,3,EB,Minor,Signal,Herrod Boulevard - Commerce Drive 
13095,4,EB,Minor,Signal,Herrod Boulevard - Commerce Drive 
13095,5,EB,Minor,Signal,Herrod Boulevard - Commerce Drive 
13095,6,NB,Main,Signal,Herrod Boulevard - Commerce Drive 
13095,7,NB,Main,Signal,Herrod Boulevard - Commerce Drive 
13095,8,WB,Minor,Signal,Herrod Boulevard - Commerce Drive 
13095,9,WB,Minor,Signal,Herrod Boulevard - Commerce Drive 
13095,10,WB,Minor,Signal,Herrod Boulevard - Commerce Drive 
13096,1,SB,Main,Signal,Cranbury Road - South River Road
13096,2,SB,Main,Signal,Cranbury Road - South River Road
13096,3,SB,Main,Signal,Cranbury Road - South River Road
13096,4,EB,Minor,Signal,Cranbury Road - South River Road
13096,5,EB,Minor,Signal,Cranbury Road - South River Road
13096,6,EB,Minor,Signal,Cranbury Road - South River Road
13096,7,NB,Main,Signal,Cranbury Road - South River Road
13096,8,NB,Main,Signal,Cranbury Road - South River Road
13096,9,NB,Main,Signal,Cranbury Road - South River Road
13096,10,WB,Minor,Signal,Cranbury Road - South River Road
13096,11,WB,Minor,Signal,Cranbury Road - South River Road
13096,12,WB,Minor,Signal,Cranbury Road - South River Road
13096,13,SB,Main,MidBlock,Cranbury Road - South River Road
10012,1,SB,Main,Signal,Franklin Corner Road - Bakers Basin Road 
10012,2,SB,Main,Signal,Franklin Corner Road - Bakers Basin Road 
10012,3,EB,Minor,Signal,Franklin Corner Road - Bakers Basin Road 
10012,4,EB,Minor,Signal,Franklin Corner Road - Bakers Basin Road 
10012,5,EB,Minor,Signal,Franklin Corner Road - Bakers Basin Road 
10012,6,NB,Main,Signal,Franklin Corner Road - Bakers Basin Road 
10012,7,NB,Main,Signal,Franklin Corner Road - Bakers Basin Road 
10012,8,NB,Main,Signal,Franklin Corner Road - Bakers Basin Road 
10012,9,WB,Minor,Signal,Franklin Corner Road - Bakers Basin Road 
10012,10,WB,Minor,Signal,Franklin Corner Road - Bakers Basin Road 
10012,11,WB,Minor,Signal,Franklin Corner Road - Bakers Basin Road 
10012,17,SB,Main,MidBlock,Franklin Corner Road - Bakers Basin Road 
10012,18,SB,Main,MidBlock,Franklin Corner Road - Bakers Basin Road 
10012,21,NB,Main,MidBlock,Franklin Corner Road - Bakers Basin Road 
10012,22,NB,Main,MidBlock,Franklin Corner Road - Bakers Basin Road 
10012,23,NB,Main,MidBlock,Franklin Corner Road - Bakers Basin Road 
10015,1,SB,Main,Signal,Carnegie Center Boulevard 
10015,2,SB,Main,Signal,Carnegie Center Boulevard 
10015,3,SB,Main,Signal,Carnegie Center Boulevard 
10015,4,EB,Minor,Signal,Carnegie Center Boulevard 
10015,5,EB,Minor,Signal,Carnegie Center Boulevard 
10015,6,EB,Minor,Signal,Carnegie Center Boulevard 
10015,11,WB,Minor,Signal,Carnegie Center Boulevard 
10015,12,WB,Minor,Signal,Carnegie Center Boulevard 
10015,13,WB,Minor,Signal,Carnegie Center Boulevard 
10015,17,SB,Main,MidBlock,Carnegie Center Boulevard 
10015,18,SB,Main,MidBlock,Carnegie Center Boulevard 
10015,19,SB,Main,MidBlock,Carnegie Center Boulevard 
10015,21,NB,Main,MidBlock,Carnegie Center Boulevard 
10015,22,NB,Main,MidBlock,Carnegie Center Boulevard 
10015,23,NB,Main,MidBlock,Carnegie Center Boulevard 
10015,24,NB,Main,MidBlock,Carnegie Center Boulevard 
10017,1,SB,Main,Signal,Washington Road
10017,2,SB,Main,Signal,Washington Road
10017,3,SB,Main,Signal,Washington Road
10017,4,EB,Minor,MidBlock,Washington Road
10017,5,EB,Minor,Signal,Washington Road
10017,6,EB,Minor,Signal,Washington Road
